CaseTotalKPI,Classification,Country,Culture,ObjectName,ObjectNumber
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1564
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.1693a_c
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.1767a_d
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.1763a_g
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1938
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1990
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1967
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1969
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1978
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2026
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2158
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2260
Overall Collection,Vases,,"Greek, Attic",Kylix fragment; lipped inside and out,2011.604.1.2319
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2450
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2460
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2542
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.2721
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3283
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3491
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3540
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3364
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3590
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4004
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4036
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4072
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4133
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4160
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4372
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4378
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4427
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4576
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4582
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.4806
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5003
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5046
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5179
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5692
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5415
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5620
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5660
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5664
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6031
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6038
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6238
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6279
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6294
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6509
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6724
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6740
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6777
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6872
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6954
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,"2011.604.1.7131a, b"
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7033
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7111
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7290
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7664
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7553
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7785
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.8286
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.8516
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.8561
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.8573
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.8698
Overall Collection,Vases,,"Greek, Attic",Neck-amphora fragments,"2011.604.2.18a, b"
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.2.368
Overall Collection,Vases,,"Greek, Attic",Column-krater fragments,2011.604.2.399a_c
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.2.544
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.2.565
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.2.599
Overall Collection,Vases,,"Greek, Attic",Column-krater fragments,2011.604.2.639a_d
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.2.643
Overall Collection,Vases,,"Greek, Attic",Calyx-krater fragment,2011.604.2.758
Overall Collection,Vases,,"Greek, Attic",Bell-krater fragment,2011.604.2.856
Overall Collection,Vases,,"Greek, Attic",Oinochoe fragment,2011.604.2.1038
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1383
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1386
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1465
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1513
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1604
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1623
Overall Collection,Vases,,"Greek, Attic",Skyphoi fragments,"2011.604.2.1818a, b"
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1654
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1719
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1723
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.1804
Overall Collection,Vases,,"Greek, Attic",Pot fragment,2011.604.2.2154
Overall Collection,Vases,,"Greek, Attic",Amphora fragment,2011.604.3.62
Overall Collection,Vases,,"Greek, Attic",Neck-amphora fragments,"2011.604.3.444a, b"
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.3.574
Overall Collection,Vases,,"Greek, Attic",Column-krater fragment,2011.604.3.579
Overall Collection,Vases,,"Greek, Attic",Column-krater or calyx-krater fragment,2011.604.3.593
Overall Collection,Vases,,"Greek, Attic","Neck-amphora, Tyrrhenian fragment",2011.604.3.760
Overall Collection,Vases,,"Greek, Attic",Lekythos fragment,2011.604.3.836
Overall Collection,Vases,,"Greek, Attic",Lekythos fragment,2011.604.3.889
Overall Collection,Vases,,"Greek, Attic",Lekythos fragment,2011.604.3.904
Overall Collection,Vases,,"Greek, Attic",Lekanis lid fragment,2011.604.3.985
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1295
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1314
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1414
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1442
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1449
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.1873
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1396
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.1999
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2190
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2321
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2336
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2195
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2356
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.3.2360
Overall Collection,Vases,,"Greek, Attic",Oinochoe or olpe fragment,2011.604.3.2748
Overall Collection,Vases,,"Greek, Attic",Oinochoe or olpe fragment,2011.604.3.2701
Overall Collection,Vases,,"Greek, Chalcidian",Krater fragment,2011.604.11.7
Overall Collection,Vases,,"Etruscan, Etrusco-Corinthian",Amphora fragments?,2011.604.8.19a_d
Overall Collection,Vases,,"Greek, Attic?",Kylix fragment?,2011.604.5.136
Overall Collection,Vases,,"Greek, Attic",Kylikes fragments,2011.604.5.185a_h
Overall Collection,Vases,,Etruscan,Kylix fragments,"2011.604.10.30a, b"
Overall Collection,Vases,,Etruscan,Kylix fragment,2011.604.10.69
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.2.2440
Overall Collection,Vases,,"Greek, Attic",Kylikes fragments,2011.604.5.246a_y
Overall Collection,Vases,,"Greek, Attic",Kylikes fragments,2011.604.5.271a_h
Overall Collection,Vases,,"Greek, Attic",Kylikes fragments,"2011.604.5.378a, b"
Overall Collection,Vases,,"Greek, Attic",Kylix fragments; lipped outside,2011.604.5.466a_d
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.5.591
Overall Collection,Vases,,Unknown fabric,Kylix fragment,2011.604.14.64
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.5.997
Overall Collection,Bronzes,,,Bronze nails,2011.604.21.2a_d
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.94
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.3140
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.5309
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,"2011.604.1.7150a, b"
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.6961
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.7895
Overall Collection,Vases,,"Greek, Attic",Skyphos fragment,2011.604.3.1305
Overall Collection,Textiles-Embroidered,Turkey,,Cover,79.1.5
Overall Collection,Reproductions,Hungary,,Beaker,85.12.13
Overall Collection,Textiles,Egypt,,Fragment,90.5.225
Overall Collection,Textiles,Egypt,,Fragment,90.5.284
Overall Collection,Textiles,Egypt,,Fragment,90.5.474
Overall Collection,Textiles,Egypt,,Fragment,90.5.496
Overall Collection,Textiles,Egypt,,Tunic fragment,90.5.541
Mid-Point,Textiles-Woven,India,,Fragment,91.1.5
Overall Collection,Textiles-Costumes,Turkey,,Veil,91.1.39
Mid-Point,Metal,Iran,,Bowl,91.1.597
Contentious,Jewelry,India,,Necklace,91.1.1125
Overall Collection,Glass,Turkey,,Bottle,91.1.1591
Mid-Point,Jewelry,Egypt,,Beads,04.2.509a_aa
Overall Collection,Wood,Egypt,,Panel,07.236.127
Overall Collection,Ceramics,Egypt,,Fragment,08.256.191
Overall Collection,Ceramics,Egypt,,Fragment,08.256.224
Overall Collection,Ceramics,Egypt,,Fragment,08.256.240
Overall Collection,Ceramics,Egypt,,Fragment,08.256.268
Overall Collection,Ceramics,Syria,,Fragment,08.256.306
Overall Collection,Ceramics,Egypt,,Fragment,08.256.326
Overall Collection,Textiles,Egypt,,Fragment,09.50.1450
Overall Collection,Codices,present-day Uzbekistan,,Illustrated manuscript,11.134.2
Overall Collection,Textiles-Woven,Spain,,Fragment,12.55.5a
Overall Collection,Codices,Iran,,Illustrated single work,13.172
Overall Collection,Ceramics,Egypt,,Fragment,13.190.10
Overall Collection,Ceramics,Syria,,Fragment,13.190.44
Overall Collection,Ceramics,Egypt,,Fragment,13.190.259
Overall Collection,Ceramics-Tiles,Iran,,Tile panel,15.86.2
Contentious,Jewelry,India,,Bracelet,15.95.32
Overall Collection,Textiles-Rugs,Iran,,Carpet,17.120.142
Overall Collection,Glass,Syria,,Kohl flask,17.194.329
Overall Collection,Ceramics,Egypt,,Water filter,21.173.19
Overall Collection,Ceramics,Egypt,,Water filter,21.173.25
Overall Collection,Textiles-Woven,Iran,,Strip,26.231.2
Overall Collection,Textiles-Embroidered,Yemen,,Fragment,29.179.25
Overall Collection,Ceramics,Iran,,Jar,30.95.171
Overall Collection,Textiles-Painted and/or Printed,Egypt,,Fragment,31.106.26
Overall Collection,Textiles-Rugs,India or Pakistan,,Fragment,32.100.457
Overall Collection,Textiles-Woven,Egypt,,Fragment,33.157.1
Overall Collection,Wood,Egypt,,Comb,38.118.17
Overall Collection,Textiles-Woven,Spain,,Fragment,46.156.4
Overall Collection,Textiles-Woven,Spain or North Africa,,Fragment,46.156.16
Overall Collection,Codices,Iran,,Illustrated single work,52.20.8
Mid-Point,Metal,Iran,,Oil lamp,53.204.2
Overall Collection,Ceramics,Egypt,,Fragment,1973.79.41
Overall Collection,Ceramics-Tiles,Afghanistan,,Square tile,1975.193.2
Overall Collection,Ceramics,Syria,,Fragment of a bowl,1978.546.9
Overall Collection,Codices,Iran,,Non-illustrated album leaf,1982.120.4
Mid-Point,Stone,India,,Basin,1984.213
Overall Collection,Wood,Egypt,,Panel,07.236.86
Overall Collection,Ceramics,Iran,,Beaker,20.120.101
Overall Collection,Ceramics,Egypt or Syria,,Bowl,07.212.5
Mid-Point,Ivories and Bone,Egypt,,Fragment,33.157.6
Overall Collection,Wood,Egypt,,Panel,07.236.17
Mid-Point,Jewelry,Iran,,Pendant,2007.34
Overall Collection,Codices,India or Iran,,Folio from a non-illustrated manuscript,1979.295.7
Mid-Point,Textiles-Painted and/or Printed,India,,Panel,27.215.1
Mid-Point,Codices,India,,Illustrated single work,1985.247
Mid-Point,Textiles-Embroidered,India,,Shawl,49.104
Overall Collection,Textiles,Egypt,,Fragment,89.18.16
Overall Collection,Textiles,Egypt,,Fragment,89.18.35
Overall Collection,Ceramics,Iran,,Jar,40.170.78
Overall Collection,Ceramics,Iran,,Fragment,40.170.597
Mid-Point,Coins,Iran,,Coin,39.40.127.190
Mid-Point,Coins,Iran,,Coin,39.40.127.209
Mid-Point,Coins,Iran,,Coin,39.40.127.367
Overall Collection,Stucco,Iran,,Fragment,48.101.330
Overall Collection,Stucco,Iran,,Fragment,48.101.1342
Overall Collection,Stucco,Iran,,Fragment,48.101.1486
Overall Collection,Stucco,Iran,,Fragment,48.101.1594a_c
Overall Collection,Stucco,Iran,,Fragment,48.101.1663
Overall Collection,Stucco,Iran,,Fragment,48.101.1738
Overall Collection,Stucco,Iran,,Fragment,48.101.1836
Overall Collection,Stucco,Iran,,Fragment,48.101.1875
Overall Collection,Stucco,Iran,,Fragment,48.101.1956
Overall Collection,Stucco,Iran,,Fragment,48.101.1984
Overall Collection,Stucco,Iran,,Fragment,48.101.695
Overall Collection,Stucco,Iran,,Fragment,48.101.796
Overall Collection,Stucco,Iran,,Fragment,48.101.875
Overall Collection,Seals,Egypt,,Seal,05.4.202
Overall Collection,Sculpture,Egypt,,Capital,10.175.93
Overall Collection,Ceramics,Syria,,Jar,16.67.1
Overall Collection,Glass,Egypt,,Chalice,19.196.2
Overall Collection,Ceramics,Saudi Arabia,,Fragment,60.23.87
Overall Collection,Ceramics,Saudi Arabia,,Fragment,60.23.88
Overall Collection,Sculpture,Egypt,,Capital,10.175.47
Overall Collection,Sculpture,Egypt,,Capital,10.175.51
Overall Collection,Sculpture,Egypt,,Fragment,10.175.123
Overall Collection,Ceramics,Iraq,,Fragment,32.150.258
Overall Collection,Ceramics,Iraq,,Fragment,32.150.299
Overall Collection,Ceramics,Iraq,,Fragment,32.150.330
Overall Collection,Ceramics,Iraq,,Jug,32.150.357
Overall Collection,Ceramics,Iraq,,Fragment,32.150.388
Overall Collection,Ivories and Bone,Palestine,,Probably a counter,37.75.9
Mid-Point,Coins,Iran,,Coin,39.40.127.37
Overall Collection,Textiles,Egypt,,Fragment,89.18.92
Overall Collection,Textiles,Egypt,,Fragment,89.18.204
Overall Collection,Ceramics,Egypt,,Fragment,08.184.42
Overall Collection,Ceramics,Egypt,,Fragment,13.190.52
Overall Collection,Ceramics,Egypt,,Fragment,13.190.126
Overall Collection,Ceramics,Egypt,,Fragment,13.190.221
Overall Collection,Textiles-Rugs,Iran,,Carpet,17.120.127
Overall Collection,Ceramics,Egypt,,Fragment,20.120.107
Overall Collection,Ceramics,Turkey,,Dish,28.21
Overall Collection,Ceramics,Turkey,,Footed bowl,29.33
Overall Collection,Ceramics,Iran,,Bowl,48.113.20
Overall Collection,Ceramics,Egypt,,Fragment,1975.31.13
Overall Collection,Textiles,Turkey,,Fragment,2002.494.671
Overall Collection,Textiles,Iran,,Fragment,2002.494.751
Overall Collection,Textiles,Iran,,Fragment,2002.494.795
Mid-Point,Codices,India,,Illustrated single work,2004.176
Overall Collection,Reproductions,Spain,,Architectural Model,86.15.2
Overall Collection,Textiles,,,Fragment,2002.356
Overall Collection,Leather,Egypt,,Boot,90.5.36a
Overall Collection,Textiles,Egypt,,Tunic,26.9.8
Overall Collection,Glass-Vessels,,South German,Beaker,6.143
Mid-Point,Metalwork-Copper alloy,,Roman,Key handle,06.176.38
Overall Collection,Metalwork-Bronze,,Roman,Key,06.176.87
Mid-Point,Reproductions-Metalwork,,French,Crozier head,08.105.8
Mid-Point,Reproductions-Metalwork,,Irish,Crozier,08.233.10
Mid-Point,Reproductions-Metalwork,,Irish,Shrine,08.233.3
Mid-Point,Reproductions-Metalwork,,Irish,Shrine,08.233.8
Overall Collection,Metalwork-Iron,,Italian,Wall bracket,08.36.2b
Overall Collection,Metalwork-Iron,,German,Key,10.100.147
Overall Collection,Metalwork-Bronze,,Roman,Key,10.100.158
Overall Collection,Metalwork-Iron,,French (?),Padlock,10.100.191
Overall Collection,Metalwork-Iron,,German,Key,10.100.82
Mid-Point,Metalwork-Silver,,Italian,Plaque,10.138.2
Overall Collection,Metalwork-Gold,,Roman (?),Bracelet,17.190.1657
Overall Collection,Textiles-Embroidered-Ecclesiastical,,British,Panel,17.190.186
Overall Collection,Ivories,,French (?),Relief statue,17.190.196
Overall Collection,Sculpture-Stone,,French,Statue,17.190.717
Mid-Point,Metalwork-Copper alloy,,Southeastern Europe (possibly),Crucifix,17.190.802
Overall Collection,Ivories,,French,Book cover,17.190.856
Mid-Point,Metalwork-Silver,,Frankish,Brooch,17.191.148
Overall Collection,Metalwork-Gold,,Frankish,Ring,17.192.199
Overall Collection,Glass-Vessels,,Late Roman,Bowl,17.193.404
Overall Collection,Ceramics,,French,Jar,17.194.2187
Overall Collection,Textiles-Embroidered,,British,Textile fragment,17.77
Overall Collection,Metalwork-Iron,,European,Ring,1970.205
Overall Collection,Glass-Stained,,South Netherlandish,Fragment,23.229.3-13
Overall Collection,Glass-Stained,,European,Fragment,23.229.5-12
Overall Collection,Ceramics-Tiles,,Spanish (?),Tile,29.113.3
Overall Collection,Glass-Stained,,French,Fragment,30.73.261
Overall Collection,Glass-Stained,,British,Panel,41.170.94
Mid-Point,Metalwork-Copper alloy,,North German,Aquamanile,52.24.1
Overall Collection,Metalwork-Gold,,Byzantine (?),Necklace,58.43
Mid-Point,Metalwork-Brass,,German or South Netherlandish,Dish,64.101.1505
Overall Collection,Metalwork-Iron,,German,Door handle,87.11.693c
Overall Collection,Metalwork-Iron,,German,Key,87.11.94
